Scrip Code,COMPANY,ISIN No.,Close Price
532859,HINDUJA GLOBAL SOLUTIONS LTD.,INE170I01016,905.2
541154,Hindustan Aeronautics Limited,INE066F01020,4822.75
500185,HINDUSTAN CONSTRUCTION CO.LTD.,INE549A01026,48.25
513599,HINDUSTAN COPPER LTD.,INE531E01026,315.95
519126,HINDUSTAN FOODS LTD.,INE254N01026,572.95
500186,HINDUSTAN OIL EXPLORATION CO.L,INE345A01011,269.7
500104,HINDUSTAN PETROLEUM CORPORATIO,INE094A01015,405.65
500696,HINDUSTAN UNILEVER LTD.,INE030A01027,2813.9
500188,HINDUSTAN ZINC LTD.,INE267A01025,513.9
542905,Hindware Home Innovation Limit,INE05AN01011,394.1
543187,HITACHI ENERGY INDIA LIMITED,INE07Y701011,12197.45
522215,HLE GLASCOAT LIMITED,INE461D01028,421
500193,HLV LIMITED,INE102A01024,22.25
543929,HMA Agro Industries Limited,INE0ECP01024,50.98
543259,Home First Finance Company Ind,INE481N01025,1051.95
544014,Honasa Consumer Limited,INE0J5401028,469.2
522064,HONDA INDIA POWER PRODUCTS LIM,INE634A01018,3683.25
517174,HONEYWELL AUTOMATION INDIA LTD,INE671A01010,52304.8
540530,Housing &Urban Development Cor,INE031A01017,284.3
543433,HP Adhesives Limited,INE0GSL01024,99
540136,HPL Electric & Power Limited,INE495S01016,659.3
509820,HUHTAMAKI INDIA LIMITED,INE275B01026,437.5
500199,I G PETROCHEMICALS LTD.,INE204A01010,705.05
532174,ICICI BANK LTD.,INE090A01021,1203.6
540716,ICICI Lombard General Insuranc,INE765G01017,2096
540133,ICICI Prudential Life Insuranc,INE726G01019,732.9
541179,ICICI Securities Limited,INE763G01038,808.75
532835,ICRA LTD.,INE725G01011,5871.9
500116,IDBI BANK LTD.,INE008A01015,98.55
543932,IDEAFORGE TECHNOLOGY LIMITED,INE349Y01013,732.05
539437,IDFC FIRST BANK LIMITED,INE092T01019,74.42
532659,IDFC LIMITED,INE043D01016,112.15
505726,IFB INDUSTRIES LTD.,INE559A01017,2081.15
500106,IFCI LTD.,INE039A01010,71.7
540774,IFGL Refractories Limited,INE133Y01011,623.2
517380,IGARASHI MOTORS INDIA LTD.,INE188B01013,705.6
532636,IIFL FINANCE LIMITED,INE530B01024,458.25
542773,IIFL Securities Limited,INE489L01022,276
543923,IKIO Lighting Limited,INE0LOJ01019,292.5
539056,IMAGICAAWORLD ENTERTAINMENT LI,INE172N01012,96.41
530005,INDIA CEMENTS LTD.,INE383A01012,367.15
500201,INDIA GLYCOLS LTD.,INE560A01015,1264.85
532240,INDIA NIPPON ELECTRICALS LTD.,INE092B01025,802.05
543311,India Pesticides Limited,INE0D6701023,213.55
544044,India Shelter Finance Corporat,INE922K01024,752.45
532189,INDIA TOURISM DEVELOPMENT CORP,INE353K01014,763.85
542726,IndiaMART InterMESH Limited,INE933S01016,2891.7
532814,INDIAN BANK,INE562A01011,548.5
540750,Indian Energy Exchange Limited,INE022Q01020,189
500850,INDIAN HOTELS CO.LTD.,INE053A01029,641.65
504741,INDIAN HUME PIPE CO.LTD.,INE323C01030,530.75
533047,INDIAN METALS & FERRO ALLOYS L,INE919H01018,696.7
530965,INDIAN OIL CORPORATION LTD.,INE242A01010,173
532388,INDIAN OVERSEAS BANK,INE565A01014,62.13
542830,Indian Railway Catering and To,INE335Y01020,923.4
543257,Indian Railway Finance Corpora,INE053F01010,183.3
543258,Indigo Paints Limited,INE09VQ01012,1449.45
524648,INDO AMINES LTD.,INE760F01028,167.6
521016,INDO COUNT INDUSTRIES LTD.,INE483B01026,415.3
500207,INDO RAMA SYNTHETICS (INDIA) L,INE156A01020,47.83
532612,INDOCO REMEDIES LTD.,INE873D01024,364.1
532514,INDRAPRASTHA GAS LTD.,INE203G01027,524.05
532150,INDRAPRASTHA MEDICAL CORP.LTD.,INE681B01017,397.05
534816,INDUS TOWERS LIMITED,INE121J01017,433.85
532187,INDUSIND BANK LTD.,INE095A01012,1388.45
539807,INFIBEAM AVENUES LIMITED,INE483S01020,31.55
532777,INFO EDGE (INDIA) LTD.,INE663F01024,7390.7
543644,InfoBeans Technologies Limited,INE344S01016,451.3
500209,INFOSYS LTD.,INE009A01021,1862.35
500210,INGERSOLL-RAND (INDIA) LTD.,INE177A01018,4212.55
544067,INNOVA CAPTAB LIMITED,INE0DUT01020,690.85
543667,INOX GREEN ENERGY SERVICES LIM,INE510W01014,205.35
544046,INOX India Limited,INE616N01034,1211.2
543297,Inox Wind Energy Limited,INE0FLR01028,12073.7
539083,Inox Wind Limited,INE066P01011,218.6
532851,INSECTICIDES (INDIA) LTD.,INE070I01018,910.05
538835,INTELLECT DESIGN ARENA LIMITED,INE306R01017,981.65
539448,InterGlobe Aviation Limited,INE646L01027,4713.35
524164,IOL CHEMICALS & PHARMACEUTICAL,INE485C01011,455.05
500214,ION EXCHANGE (INDIA) LTD.,INE570A01022,720.85
524494,IPCA LABORATORIES LTD.,INE571A01038,1387.1
532947,IRB INFRASTRUCTURE DEVELOPERS,INE821I01022,64.69
541956,IRCON International Ltd,INE962Y01021,265.55
544004,IRM ENERGY LIMITED,INE07U701015,418
533033,ISGEC HEAVY ENGINEERING LTD.,INE858B01029,1423.65
500875,ITC LTD.,INE154A01025,505.7
509496,ITD CEMENTATION INDIA LTD.,INE686A01026,548.15
523610,ITI LTD.,INE248A01017,299.9
506943,J.B.CHEMICALS & PHARMACEUTICAL,INE572A01036,1884.2
532644,J.K.CEMENT LTD.,INE823G01014,4397.15
532940,J.KUMAR INFRAPROJECTS LTD.,INE576I01022,853.35
532705,JAGRAN PRAKASHAN LTD.,INE199G01027,94.9
507789,JAGSONPAL PHARMACEUTICALS LTD.,INE048B01027,378.55
532976,JAI BALAJI INDUSTRIES LTD.,INE091G01018,932.55
512237,JAI CORP LTD.,INE070D01027,369.2
500219,JAIN IRRIGATION SYSTEMS LTD.,INE175A01038,74.19
532532,JAIPRAKASH ASSOCIATES LTD.,INE455F01025,8.76
532627,JAIPRAKASH POWER VENTURES LIMI,INE351F01018,18.52
532209,JAMMU & KASHMIR BANK LTD.,INE168A01041,110.4
520051,JAMNA AUTO INDUSTRIES LTD.,INE039C01032,127.15
520066,JAY BHARAT MARUTI LTD.,INE571B01036,107.1
524330,JAYANT AGRO-ORGANICS LTD.,INE785A01026,330.05
522285,JAYASWAL NECO INDUSTRIES LTD.,INE854B01010,47.51
532605,JBM AUTO LTD.,INE927D01044,1908.7
511034,JINDAL DRILLING & INDUSTRIES L,INE742C01031,673.7
500227,JINDAL POLY FILMS LTD.,INE197D01010,944.15
500378,JINDAL SAW LTD.,INE324A01024,689.85
532508,JINDAL STAINLESS LTD.,INE220G01021,731.1
532286,JINDAL STEEL & POWER LTD.,INE749A01030,959.6
531543,JINDAL WORLDWIDE LTD.,INE247D01039,373.8
543940,Jio Financial Services Limited,INE758E01017,327.2
500380,JK LAKSHMI CEMENT LTD.,INE786A01032,769.35
532162,JK PAPER LTD.,INE789E01012,475.1
530007,JK TYRE & INDUSTRIES LTD.,INE573A01042,409.05
523405,JM FINANCIAL LTD.,INE780C01023,91.75
523398,Johnson Controls-Hitachi Air C,INE782A01015,1907.9
533148,JSW ENERGY LTD,INE121E01018,703.5
532642,JSW HOLDINGS LIMITED,INE824G01012,7060.65
543994,JSW Infrastructure Limited,INE880J01026,310.55
500228,JSW STEEL LTD.,INE019A01038,940.15
520057,JTEKT India Ltd,INE643A01035,177.5
534600,JTL INDUSTRIES LIMITED,INE391J01024,228
533155,JUBILANT FOODWORKS LTD,INE797F01020,650.1
533320,JUBILANT INDUSTRIES LTD.,INE645L01011,1774.15
543271,Jubilant Ingrevia Limited,INE0BY001018,675.65
530019,JUBILANT PHARMOVA LIMITED,INE700A01033,906.1
543980,Jupiter Life Line Hospitals Li,INE682M01012,1319.3
533272,JUPITER WAGONS LIMITED,INE209L01016,555.05
535648,JUST DIAL LTD.,INE599M01018,1308.55
532926,JYOTHY LABS LIMITED,INE668F01031,555.45
514448,JYOTI RESINS & ADHESIVES LTD.,INE577D01013,1501.55
532889,K.P.R.MILL LIMITED,INE930H01031,890.5
524109,KABRA EXTRUSIONTECHNIK LTD.,INE900B01029,400.3
500233,KAJARIA CERAMICS LTD.,INE217B01036,1345.05
522287,KALPATARU PROJECTS INTERNATION,INE220B01022,1297.15
543278,Kalyan Jewellers India Limited,INE303R01014,588.65
533302,KALYANI INVESTMENT COMPANY LTD,INE029L01018,6056.35
500235,KALYANI STEELS LTD.,INE907A01026,789.3
532468,KAMA HOLDINGS LIMITED,INE411F01010,2858.3
532741,Kamdhenu Limited,INE390H01012,480.85
543747,Kamdhenu Ventures Limited,INE0BTI01037,38.99
506525,KANORIA CHEMICALS & INDUSTRIES,INE138C01024,121.05
500165,KANSAI NEROLAC PAINTS LTD.,INE531A01024,294.35
532652,KARNATAKA BANK LTD.,INE614B01018,223.2
532899,KAVERI SEED COMPANY LTD.,INE455I01029,1099.9
543664,KAYNES TECHNOLOGY INDIA LIMITE,INE918Z01012,5057.15
532054,KDDL LTD.,INE291D01011,3280.9
532714,KEC INTERNATIONAL LTD.,INE389H01022,840
517569,KEI INDUSTRIES LTD.,INE878B01027,4629.1
519602,KELLTON TECH SOLUTIONS LTD.,INE164B01022,166.1
505890,KENNAMETAL INDIA LTD.,INE717A01029,3093.1
502937,KESORAM INDUSTRIES LTD.,INE087A01019,209.75
532732,KEWAL KIRAN CLOTHING LTD.,INE401H01017,622.2
543669,Keystone Realtors Limited,INE263M01029,772.9
543720,KFin Technologies Limited,INE138Y01010,993.05
507794,KHAITAN CHEMICALS & FERTILIZER,INE745B01028,87.9
524019,Kingfa Science & Technology (I,INE473D01015,3375.85
540680,KIOCL Limited,INE880L01014,417.85
532967,KIRI INDUSTRIES LTD.,INE415I01015,359.9
500241,KIRLOSKAR BROTHERS LTD.,INE732A01036,1903.8
500245,KIRLOSKAR FERROUS INDUSTRIES L,INE884B01025,719.3
500243,KIRLOSKAR INDUSTRIES LTD,INE250A01039,5906.25
533293,KIRLOSKAR OIL ENGINES LTD.,INE146L01010,1321.65
505283,KIRLOSKAR PNEUMATIC CO.LTD.,INE811A01020,1310.35
521248,KITEX GARMENTS LTD.,INE602G01020,382.05
524520,KMC SPECIALITY HOSPITALS (INDI,INE879K01018,88.08
532942,KNR CONSTRUCTIONS LTD.,INE634I01029,341.85
523207,KOKUYO CAMLIN LTD.,INE760A01029,184.9
532924,KOLTE-PATIL DEVELOPERS LTD.,INE094I01018,407.55
524280,KOPRAN LTD.,INE082A01010,309.65
500247,KOTAK MAHINDRA BANK LTD.,INE237A01028,1817.45
523323,KOVAI MEDICAL CENTER & HOSPITA,INE177F01017,5674.9
542323,KPI Green Energy Limited,INE542W01025,926.95
542651,KPIT Technologies Ltd,INE04I401011,1824.75
530813,KRBL LTD.,INE001B01026,298
543308,Krishna Institute of Medical S,INE967H01017,2469.95
543328,Krsnaa Diagnostics Limited,INE08LI01020,723.65
500249,KSB LIMITED,INE999A01023,919.4
543599,Ksolves India Limited,INE0D6I01015,1033
532937,KUANTUM PAPERS LTD.,INE529I01021,149.35
533519,L&T Finance Limited,INE498L01015,167.55
540115,L&T Technology Services Limite,INE010V01017,5460.55
500250,L.G.BALAKRISHNAN & BROS.LTD.,INE337A01034,1287.05
526947,LA OPALA RG LTD.,INE059D01020,319.1
500252,LAKSHMI MACHINE WORKS LTD.,INE269B01029,15421.85
539841,Lancer Container Lines Limited,INE359U01028,49.35
543714,LANDMARK CARS LIMITED,INE559R01029,611.45
500510,LARSEN & TOUBRO LTD.,INE018A01030,3597.5
543398,Latent View Analytics Limited,INE0I7C01011,504.55
540222,Laurus Labs Limited,INE947Q01028,446
543277,Laxmi Organic Industries Limit,INE576O01020,280.25
541233,Lemon Tree Hotels Limited,INE970X01018,131.85
500253,LIC HOUSING FINANCE LTD.,INE115A01026,672.4
543526,LIFE INSURANCE CORPORATION OF,INE0J1Y01017,1060.95
543240,Likhitha Infrastructure Limite,INE060901027,421.75
531241,LINC LIMITED,INE802B01019,595.45
531633,LINCOLN PHARMACEUTICALS LTD.,INE405C01035,707.8
523457,Linde India Limited,INE473A01011,7305.4
539992,LLOYDS ENGINEERING WORKS LIMIT,INE093R01011,79.95
512463,LLOYDS ENTERPRISES LIMITED,INE080I01025,41.92
512455,LLOYDS METALS AND ENERGY LTD.,INE281B01032,769.6
532783,LT FOODS LTD.,INE818H01020,363.35
540005,LTIMindtree Limited,INE214T01019,5646.85
532796,LUMAX AUTO TECHNOLOGIES LTD.,INE872H01027,539
517206,LUMAX INDUSTRIES LTD.,INE162B01018,2848.95
500257,LUPIN LTD.,INE326A01037,2093.75
543919,M.K.Proteins Limited,INE964W01021,10.85
522241,M.M.FORGINGS LTD.,INE227C01017,606.2
543287,Macrotech Developers Limited,INE670K01029,1161.5
538891,MAGELLANIC CLOUD LIMITED,INE613C01026,114.65
539957,Mahanagar Gas Limited,INE002S01010,1767.35
500108,MAHANAGAR TELEPHONE NIGAM LTD.,INE153A01019,61.59
500266,MAHARASHTRA SCOOTERS LTD.,INE288A01013,9445.7
500265,MAHARASHTRA SEAMLESS LTD.,INE271B01025,655.6
532720,MAHINDRA & MAHINDRA FINANCIAL,INE774D01024,304.95
500520,MAHINDRA & MAHINDRA LTD.,INE101A01026,2760.1
533088,MAHINDRA HOLIDAYS & RESORTS IN,INE998I01010,407.6
532313,MAHINDRA LIFESPACE DEVELOPERS,INE813A01018,577.75
540768,Mahindra Logistics Limited,INE766P01016,510.3
513269,MAN INDUSTRIES (INDIA) LTD.,INE993A01026,441.35
533169,MAN INFRACONSTRUCTION LTD.,INE949H01023,199
532932,MANAKSIA LTD.,INE015D01022,94.91
500268,MANALI PETROCHEMICAL LTD.,INE201A01024,91.57
531213,Manappuram Finance Ltd,INE522D01027,215.25
502157,MANGALAM CEMENT LTD.,INE347A01017,1003.95
530011,MANGALORE CHEMICALS & FERTILIZ,INE558B01017,133.2
500109,MANGALORE REFINERY & PETROCHEM,INE103A01014,213.95
543904,Mankind Pharma Limited,INE634S01028,2361.4
543995,MANOJ VAIBHAV GEMS 'N' JEWELLE,INE0KNT01012,251.95
541974,Manorama Industries Limited,INE00VM01036,865.2
503101,MARATHON NEXTGEN REALTY LTD.,INE182D01020,580.8
531642,MARICO LTD.,INE196A01026,678.05
524404,MARKSANS PHARMA LTD.,INE750C01026,226.95
532500,MARUTI SUZUKI INDIA LTD.,INE585B01010,12302.3
540749,MAS Financial Services Limited,INE348L01012,279.9
523704,MASTEK LTD.,INE759A01021,3000.3
540704,Matrimony.com Limited,INE866R01028,750.9
544008,Max Estates Limited,INE03EI01018,643.4
500271,Max Financial Services Limited,INE180A01020,1061.65
543220,Max Healthcare Institute Limit,INE027H01010,853
522249,MAYUR UNIQUOTERS LTD.,INE040D01038,660.5
543237,Mazagon Dock Shipbuilders Limi,INE249Z01012,4408.35
531146,MEDICAMEN BIOTECH LTD.,INE646B01010,408.1
543427,Medplus Health Services Limite,INE804L01022,636.45
543331,Meghmani Organics Limited,INE0CT101020,102.71
523828,MENON BEARINGS LTD.,INE071D01033,129.65
543426,Metro Brands Limited,INE317I01021,1340.05
542650,Metropolis Healthcare Limited,INE112L01020,2063.95
538962,Minda Corporation Limited,INE842C01021,632.5
526642,MIRZA INTERNATIONAL LTD.,INE771A01026,45.42
541195,Mishra Dhatu Nigam Limited,INE099Z01011,416.45
539594,Mishtann Foods Limited,INE094S01041,16.23
513377,MMTC LTD.,INE123F01029,103.5
533286,MOIL LTD.,INE490G01020,412.1
533080,MOLD-TEK PACKAGING LIMITED,INE893J01029,779
511551,Monarch Networth Capital Limit,INE903D01011,829.05
538836,Monte Carlo Fashions Limited,INE950M01013,726.65
500288,MOREPEN LABORATORIES LTD.,INE083A01026,80.04
532407,MOSCHIP TECHNOLOGIES LIMITED,INE935B01025,242.1
543498,Motherson Sumi Wiring India Li,INE0FS801015,70.79
532892,MOTILAL OSWAL FINANCIAL SERVIC,INE338I01027,693.3
526299,MPHASIS LTD.,INE356A01018,3000.15
532440,MPS LTD.,INE943D01017,2398.95
500290,MRF LTD.,INE883A01011,138512.7
543253,Mrs. Bectors Food Specialities,INE495P01012,1540.35
542597,MSTC Limited,INE255X01014,816.85
543270,MTAR Technologies Limited,INE864I01014,1804.65
500460,MUKAND LTD.,INE304A01026,161.95
534091,MULTI COMMODITY EXCHANGE OF IN,INE745G01035,4863.25
533398,MUTHOOT FINANCE LTD.,INE414G01012,1902.9
544055,Muthoot Microfin Limited,INE046W01019,236.9
524709,NACL Industries Limited,INE295D01020,57.15
539917,NAGARJUNA FERTILIZERS AND CHEM,INE454M01024,10.91
523391,NAHAR POLYFILMS LTD.,INE308A01027,345.1
500296,NAHAR SPINNING MILLS LTD.,INE290A01027,319.8
532256,NALWA SONS INVESTMENTS LTD.,INE023A01030,4671.55
539551,Narayana Hrudayalaya Limited,INE410P01011,1265.05
524816,NATCO PHARMA LTD.,INE987B01026,1560.2
532234,NATIONAL ALUMINIUM CO.LTD.,INE139A01034,173.05
523630,NATIONAL FERTILIZERS LTD.,INE870D01012,141.55
513023,NAVA LIMITED,INE725A01022,935.7
532504,NAVIN FLUORINE INTERNATIONAL L,INE048G01026,3295.05
539332,Navkar Corporation Limited,INE278M01019,161.2
508989,NAVNEET EDUCATION LIMITED,INE060A01024,159.4
543280,Nazara Technologies Limited,INE418L01021,941.4
534309,NBCC (India) Limited,INE095N01031,178.35
500294,NCC LIMITED,INE868B01028,323.3
502168,NCL INDUSTRIES LTD.,INE732C01016,229
532864,NELCAST LTD.,INE189I01024,144.15
504112,NELCO LTD.,INE045B01015,1138.25
542665,Neogen Chemicals Limited,INE136S01016,1532.1
505355,NESCO LTD.,INE317F01035,944
500790,NESTLE INDIA LTD.,INE239A01024,2529.6
543945,NETWEB TECHNOLOGIES INDIA LIMI,INE0NT901020,2521.5
532798,NETWORK18 MEDIA & INVESTMENTS,INE870H01013,98.06
524558,NEULAND LABORATORIES LTD.,INE794A01010,12181.2
532529,NEW DELHI TELEVISION LTD.,INE155G01029,206.45
540900,Newgen Software Technologies L,INE619B01017,1071.4
524774,NGL FINE-CHEM LTD.,INE887E01022,2258.05
533098,NHPC LTD.,INE848E01016,97.1
543952,NIIT Learning Systems Limited,INE342G01023,472.45
500304,NIIT LTD.,INE161A01038,128.25
526159,NIKHIL ADHESIVES LTD.,INE926C01022,128.25
523385,NILKAMAL LTD.,INE310A01015,1873.75
540767,NIPPON LIFE INDIA ASSET MANAGE,INE298J01013,707.5
532698,NITIN SPINNERS LTD.,INE229H01012,441.75
506532,NITTA GELATIN INDIA LTD.,INE265B01019,837.5
513683,NLC India Limited,INE589A01014,275.4
526371,NMDC LTD.,INE584A01023,221.75
543768,NMDC Steel Limited,INE0NNS01018,54.81
500730,NOCIL LTD.,INE163A01018,289.55
500672,NOVARTIS INDIA LTD.,INE234A01025,1140.4
530367,NRB BEARINGS LTD.,INE349A01021,313.9
532555,NTPC LTD.,INE733E01010,401.8
531209,NUCLEUS SOFTWARE EXPORTS LTD.,INE096B01018,1378.8
543988,Nuvama Wealth Management Limit,INE531F01015,6313.6
543334,Nuvoco Vistas Corporation Limi,INE118D01016,341.25
533273,OBEROI REALTY LTD.,INE093I01010,1703.75
500312,OIL AND NATURAL GAS CORPORATIO,INE213A01029,319.1
533106,OIL INDIA LTD.,INE274J01014,682.05
532439,OLECTRA GREENTECH LIMITED,INE260D01016,1597.5
532880,OMAXE LTD.,INE800H01010,132.65
543396,One 97 Communications Limited,INE982J01020,554.5
532944,ONMOBILE,INE809I01019,88.82
517536,ONWARD TECHNOLOGIES LTD.,INE229A01017,414.05
530135,OPTIEMUS INFRACOM LTD,INE350C01017,597.9
532466,ORACLE FINANCIAL SERVICES SOFT,INE881D01027,10935.05
530365,ORIENT BELL LIMITED,INE607D01018,382
535754,ORIENT CEMENT LTD,INE876N01018,331.15
541301,Orient Electric Limited,INE142Z01019,271.05
533263,ORIENT GREEN POWER COMPANY LTD,INE999K01014,21.67
502420,ORIENT PAPER & INDUSTRIES LTD.,INE592A01026,49.19
500078,ORIENTAL AROMATICS LIMITED,INE959C01023,524
500314,ORIENTAL HOTELS LTD.,INE750A01020,142.6
539290,Oswal Greentech Limited,INE143A01010,50.66
523642,P.I.INDUSTRIES LTD.,INE603J01030,4422.45
532827,PAGE INDUSTRIES LTD.,INE761H01022,41580.3
532900,PAISALO DIGITAL LIMITED,INE420C01059,62.67
531349,PANACEA BIOTEC LTD.,INE922B01023,199.55
524820,PANAMA PETROCHEM LTD.,INE305C01029,420.8
543530,Paradeep Phosphates Limited,INE088F01024,88.3
539889,Parag Milk Foods Limited,INE883N01014,195.35
530555,PARAMOUNT COMMUNICATIONS LTD.,INE074B01023,81.14
543367,Paras Defence and Space Techno,INE045601015,1285.1
500368,Patanjali Foods Limited,INE619A01035,1899.75
531120,PATEL ENGINEERING LTD.,INE244B01030,54.54
532742,PAUSHAK LTD.,INE111F01016,6274.05
543390,PB Fintech Limited,INE417T01026,1684.75
534809,PC JEWELLER LTD.,INE785M01013,114.19
506590,PCBL LIMITED,INE602A01031,500.4
538730,PDS LIMITED,INE111Q01021,592.55
532808,PEARL GLOBAL INDUSTRIES LIMITE,INE940H01022,1043.4
513228,PENNAR INDUSTRIES LTD.,INE932A01024,191.85
504132,PERMANENT MAGNETS LTD.,INE418E01018,1000.35
533179,PERSISTENT SYSTEMS LTD.,INE262H01021,4879.4
532522,PETRONET LNG LTD.,INE347G01014,370.75
500680,PFIZER LTD.,INE182A01018,5848.9
533581,PG ELECTROPLAST LTD.,INE457L01029,557.85
500331,PIDILITE INDUSTRIES LTD.,INE318A01026,3085.05
539883,Pilani Investment And Industri,INE417C01014,5552.4
500302,PIRAMAL ENTERPRISES LTD.,INE140A01024,1051.2
543635,PIRAMAL PHARMA LIMITED,INE0DK501011,186.45
513519,PITTI ENGINEERING LIMITED,INE450D01021,1426.2
500333,PIX TRANSMISSIONS LTD.,INE751B01018,1462.55
532366,PNB GILTS LTD.,INE859A01011,124.5
540173,PNB Housing Finance Limited,INE572E01012,866.2
539150,PNC Infratech Limited,INE195J01029,465.85
532486,POKARNA LTD.,INE637C01025,889.15
531768,POLY MEDICURE LTD.,INE205C01021,2218.95
542652,Polycab India Limited,INE455K01017,6744.65
524051,POLYPLEX CORPORATION LTD.,INE633B01018,1352.55
524000,POONAWALLA FINCORP LIMITED,INE511C01022,400.3
532810,POWER FINANCE CORPORATION LTD.,INE134E01011,514.7
532898,POWER GRID CORPORATION OF INDI,INE752E01010,336.15
539302,Power Mech Projects Limited,INE211R01019,6901.45
522205,PRAJ INDUSTRIES LTD.,INE074A01025,758.75
506022,PRAKASH INDUSTRIES LTD.,INE603A01013,208.3
540724,Prataap Snacks Limited,INE393P01035,892.55
531637,PRAVEG LIMITED,INE722B01019,842.75
539636,Precision Camshafts Limited,INE484I01029,244.6
523539,PRECISION WIRES INDIA LTD.,INE372C01037,169
533274,PRESTIGE ESTATES PROJECTS LTD.,INE811K01011,1680.35
540293,Pricol Limited,INE726V01018,522.4
532748,PRIME FOCUS LTD.,INE367G01038,148.65
506852,Primo Chemicals Limited,INE607A01022,40.97
542907,Prince Pipes and Fittings Limi,INE689W01016,582.95
500338,PRISM JOHNSON LIMITED.,INE010A01011,167.9
530117,PRIVI SPECIALITY CHEMICALS LIM,INE959A01019,1526.15
500126,PROCTER & GAMBLE HEALTH LIMITE,INE199A01012,5197.75
500459,PROCTER & GAMBLE HYGIENE & HEA,INE179A01014,17081.05
544021,Protean eGov Technologies Limi,INE004A01022,2078
543527,Prudent Corporate Advisory Ser,INE00F201020,2432.05
540544,PSP Projects Limited,INE488V01015,680.3
533344,PTC INDIA FINANCIAL SERVICES L,INE560K01014,57.4
532524,PTC INDIA LTD.,INE877F01012,204.6
539006,PTC Industries Ltd.,INE596F01018,13220.4
533295,PUNJAB & SIND BANK,INE608A01012,60.4
506618,PUNJAB CHEMICALS AND CROP PROT,INE277B01014,1299.95
532461,PUNJAB NATIONAL BANK,INE160A01022,116.2
532891,Puravankara Limited,INE323I01011,464.65
532689,PVR INOX LIMITED,INE191H01014,1485.6
539978,Quess Corp Limited,INE615P01015,732.45
539678,Quick Heal Technologies Limite,INE306L01010,611.75
539515,Quint Digital Limited,INE641R01017,104.78
543981,R R KABEL LIMITED,INE777K01022,1637.75
532735,R SYSTEMS INTERNATIONAL LTD.,INE411H01032,489.95
520073,RACL Geartech Limited,INE704B01017,1090.05
543732,Radiant Cash Management Servic,INE855R01021,87.6
532497,RADICO KHAITAN LTD.,INE944F01028,1846.6
539837,RAGHAV PRODUCTIVITY ENHANCERS,INE912T01018,1112.5
542649,Rail Vikas Nigam Limited,INE415G01027,572.6
543265,RailTel Corporation of India L,INE0DD101019,497
500339,RAIN INDUSTRIES LIMITED,INE855B01025,164.65
543524,Rainbow Children's Medicare Li,INE961O01016,1235.7
531500,RAJESH EXPORTS LTD.,INE343B01030,300
517522,RAJRATAN GLOBAL WIRE LTD.,INE451D01029,610.8
500355,RALLIS INDIA LTD.,INE613A01020,337
522281,RAM RATNA WIRES LTD.,INE207E01023,509.3
539309,Rama Steel Tubes Limited,INE230R01035,11.28
532369,RAMCO INDUSTRIES LTD.,INE614A01028,246.55
532370,RAMCO SYSTEMS LTD.,INE246B01019,397.05
532527,RAMKRISHNA FORGINGS LTD.,INE399G01023,966.5
533262,RAMKY INFRASTRUCTURE LTD.,INE874I01013,729.65
532661,RANE (MADRAS) LTD.,INE050H01012,1366.6
505800,RANE HOLDINGS LTD.,INE384A01010,1923
524230,RASHTRIYA CHEMICALS & FERTILIZ,INE027A01015,199.8
543417,RateGain Travel Technologies L,INE0CLI01024,741.95
520111,RATNAMANI METALS & TUBES LTD.,INE703B01027,3527.25
534597,RATTANINDIA ENTERPRISES LIMITE,INE834M01019,82.22
533122,RATTANINDIA POWER LTD.,INE399K01017,16.27
540065,RBL Bank Limited,INE976G01028,224.25
532955,REC LIMITED,INE020B01018,586.5
532805,Redington Limited,INE891D01026,208.95
543957,REDTAPE Limited,INE0LXT01019,708.55
532884,REFEX INDUSTRIES LTD.,INE056I01025,300.95
530517,RELAXO FOOTWEARS LTD.,INE131B01039,809.95
523445,RELIANCE INDUSTRIAL INFRASTRUC,INE046A01015,1199.7
500325,RELIANCE INDUSTRIES LTD.,INE002A01018,2999.95
500390,RELIANCE INFRASTRUCTURE LTD.,INE036A01016,211.7
532939,RELIANCE POWER LTD.,INE614G01033,34.45
532915,RELIGARE ENTERPRISES LTD.,INE621H01010,271.75
532923,RENAISSANCE GLOBAL LIMITED,INE722H01024,105.59
535322,REPCO HOME FINANCE LTD.,INE612J01015,502.1
532687,REPRO INDIA LTD.,INE461B01014,633.55
505509,RESPONSIVE INDUSTRIES LTD.,INE688D01026,266.05
543248,Restaurant Brands Asia Limited,INE07T201019,111.8
534076,RHI MAGNESITA INDIA LIMITED,INE743M01012,630.1
520008,RICO AUTO INDUSTRIES LTD.,INE209B01025,125.05
543977,Rishabh Instruments Limited,INE0N2P01017,377.95
541556,RITES Limited,INE320J01015,652.1
543325,Rolex Rings Limited,INE645S01016,2410.25
543213,ROSSARI BIOTECH LIMITED,INE02A801020,913.75
533168,ROSSELL INDIA LTD.,INE847C01020,582.05
517500,ROTO PUMPS LTD.,INE535D01029,591.15
543228,Route Mobile Limited,INE450U01017,1589.65
532699,ROYAL ORCHID HOTELS LTD.,INE283H01019,362.5
532983,RPG LIFE SCIENCES LTD.,INE105J01010,2127.6
542333,RPSG VENTURES LIMITED,INE425Y01011,1035.35
500350,RSWM LTD.,INE611A01016,228.4
503169,RUBY MILLS LTD.,INE301D01026,271.85
533552,RUPA & COMPANY LTD.,INE895B01021,352.3
533470,RUSHIL DECOR LTD.,INE573K01025,38.65
