stock_symbol,date,rsi,macd,bollinger_bands,sma,ema,stochastic,atr,obv,fibonacci_retracement,ichimoku_cloud,parabolic_sar,score
HRYNSHP,2024-08-31,"{'value': np.float64(25.22796), 'signal': 'bullish'}","{'value': {'macd': np.float64(-2.83031), 'signal': np.float64(-1.11796), 'histogram': np.float64(-1.71235)}, 'signal': 'bearish'}","{'middle_band': np.float64(153.825), 'upper_band': np.float64(168.73919), 'lower_band': np.float64(138.91081), 'signal': None}","{'value': np.float64(153.825), 'signal': 'bearish'}","{'value': np.float64(152.87367), 'signal': 'bearish'}","{'k_value': np.float64(15.54677), 'd_value': np.float64(10.50916), 'signal': 'bullish'}","{'value': np.float64(7.89643), 'signal': 'stable'}","{'value': 1370358, 'signal': 'bullish'}","{'levels': {'level_0': array(222.9), 'level_236': array(188.39444), 'level_382': array(167.04778), 'level_618': array(132.54222), 'level_100': array(76.69)}, 'signal': 'neutral'}","{'tenkan_sen': 150.0, 'kijun_sen': 167.45, 'senkou_span_a': 177.375, 'senkou_span_b': 165.475, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 158.15374, 'signal': 'bearish'}",29.15
INDIACEM,2024-08-31,"{'value': np.float64(40.68376), 'signal': None}","{'value': {'macd': np.float64(10.03687), 'signal': np.float64(13.7994), 'histogram': np.float64(-3.76253)}, 'signal': 'bearish'}","{'middle_band': np.float64(366.0375), 'upper_band': np.float64(371.45772), 'lower_band': np.float64(360.61728), 'signal': None}","{'value': np.float64(366.0375), 'signal': 'bearish'}","{'value': np.float64(360.60173), 'signal': 'bullish'}","{'k_value': np.float64(29.28177), 'd_value': np.float64(35.41571), 'signal': 'bearish'}","{'value': np.float64(6.1), 'signal': 'volatile'}","{'value': 95896076, 'signal': 'bearish'}","{'levels': {'level_0': array(374.6), 'level_236': array(329.7954), 'level_382': array(302.0773), 'level_618': array(257.2727), 'level_100': array(184.75)}, 'signal': 'bullish'}","{'tenkan_sen': 366.7, 'kijun_sen': 358.325, 'senkou_span_a': 301.175, 'senkou_span_b': 265.475, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 375.491, 'signal': 'bearish'}",29.12
SHBAJRG,2024-08-31,"{'value': np.float64(20.74264), 'signal': 'bullish'}","{'value': {'macd': np.float64(-6.16705), 'signal': np.float64(-5.22861), 'histogram': np.float64(-0.93844)}, 'signal': 'bearish'}","{'middle_band': np.float64(258.52), 'upper_band': np.float64(279.27591), 'lower_band': np.float64(237.76409), 'signal': None}","{'value': np.float64(258.52), 'signal': 'bearish'}","{'value': np.float64(255.89813), 'signal': 'bearish'}","{'k_value': np.float64(16.27604), 'd_value': np.float64(15.49479), 'signal': 'bullish'}","{'value': np.float64(11.18571), 'signal': 'volatile'}","{'value': 575413, 'signal': 'bullish'}","{'levels': {'level_0': array(344.3), 'level_236': array(312.4046), 'level_382': array(292.6727), 'level_618': array(260.7773), 'level_100': array(209.15)}, 'signal': 'bearish'}","{'tenkan_sen': 249.125, 'kijun_sen': 267.125, 'senkou_span_a': 274.45, 'senkou_span_b': 280.8, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 271.40385, 'signal': 'bearish'}",29.09
SANGHVIMOV,2024-08-31,"{'value': np.float64(52.12706), 'signal': None}","{'value': {'macd': np.float64(-56.12874), 'signal': np.float64(-63.40014), 'histogram': np.float64(7.2714)}, 'signal': 'bullish'}","{'middle_band': np.float64(914.145), 'upper_band': np.float64(1162.21698), 'lower_band': np.float64(666.07302), 'signal': None}","{'value': np.float64(914.145), 'signal': 'bearish'}","{'value': np.float64(906.94298), 'signal': 'bearish'}","{'k_value': np.float64(87.43386), 'd_value': np.float64(44.51421), 'signal': 'bullish'}","{'value': np.float64(46.6), 'signal': 'stable'}","{'value': 255573, 'signal': 'bullish'}","{'levels': {'level_0': array(1440.45), 'level_236': array(1241.62), 'level_382': array(1118.615), 'level_618': array(919.785), 'level_100': array(597.95)}, 'signal': 'bearish'}","{'tenkan_sen': 861.75, 'kijun_sen': 1003.775, 'senkou_span_a': 1104.55, 'senkou_span_b': 1225.825, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 927.53279, 'signal': 'bearish'}",29.06
UDAICEMENT,2024-08-31,"{'value': np.float64(41.90574), 'signal': None}","{'value': {'macd': np.float64(-1.58924), 'signal': np.float64(-1.79385), 'histogram': np.float64(0.20461)}, 'signal': 'bullish'}","{'middle_band': np.float64(35.4635), 'upper_band': np.float64(39.84723), 'lower_band': np.float64(31.07977), 'signal': None}","{'value': np.float64(35.4635), 'signal': 'bearish'}","{'value': np.float64(36.043), 'signal': 'bearish'}","{'k_value': np.float64(35.29412), 'd_value': np.float64(30.43478), 'signal': 'bullish'}","{'value': np.float64(1.32357), 'signal': 'stable'}","{'value': 31165312, 'signal': 'bullish'}","{'levels': {'level_0': array(47.85), 'level_236': array(43.21496), 'level_382': array(40.34752), 'level_618': array(35.71248), 'level_100': array(28.21)}, 'signal': 'bearish'}","{'tenkan_sen': 35.375, 'kijun_sen': 38.845, 'senkou_span_a': 43.5525, 'senkou_span_b': 41.0, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 36.63395, 'signal': 'bearish'}",29.02
GLOBALCA,2024-08-31,"{'value': np.float64(57.14286), 'signal': None}","{'value': {'macd': np.float64(-0.00672), 'signal': np.float64(-0.00848), 'histogram': np.float64(0.00176)}, 'signal': 'bullish'}","{'middle_band': np.float64(0.898), 'upper_band': np.float64(0.93505), 'lower_band': np.float64(0.86095), 'signal': None}","{'value': np.float64(0.898), 'signal': 'bullish'}","{'value': np.float64(0.90268), 'signal': 'bearish'}","{'k_value': np.float64(42.85714), 'd_value': np.float64(40.0), 'signal': 'bullish'}","{'value': np.float64(0.065), 'signal': 'stable'}","{'value': -54921282, 'signal': 'neutral'}","{'levels': {'level_0': array(1.18), 'level_236': array(1.07616), 'level_382': array(1.01192), 'level_618': array(0.90808), 'level_100': array(0.74)}, 'signal': 'bearish'}","{'tenkan_sen': 0.86, 'kijun_sen': 0.925, 'senkou_span_a': 0.9625, 'senkou_span_b': 1.025, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 0.92437, 'signal': 'bearish'}",28.99
KOTHARIPRO,2024-08-31,"{'value': np.float64(48.99065), 'signal': None}","{'value': {'macd': np.float64(1.61275), 'signal': np.float64(4.29483), 'histogram': np.float64(-2.68208)}, 'signal': 'bearish'}","{'middle_band': np.float64(188.9525), 'upper_band': np.float64(209.3537), 'lower_band': np.float64(168.5513), 'signal': None}","{'value': np.float64(188.9525), 'signal': 'bearish'}","{'value': np.float64(184.28467), 'signal': 'bearish'}","{'k_value': np.float64(15.64456), 'd_value': np.float64(11.47267), 'signal': 'bullish'}","{'value': np.float64(11.52143), 'signal': 'stable'}","{'value': 688819, 'signal': 'bullish'}","{'levels': {'level_0': array(215.2), 'level_236': array(189.9126), 'level_382': array(174.2687), 'level_618': array(148.9813), 'level_100': array(108.05)}, 'signal': 'neutral'}","{'tenkan_sen': 185.25, 'kijun_sen': 192.375, 'senkou_span_a': 165.65, 'senkou_span_b': 153.925, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 208.55961, 'signal': 'bearish'}",28.96
VAMSHIRU,2024-08-31,"{'value': np.float64(44.66572), 'signal': None}","{'value': {'macd': np.float64(0.50077), 'signal': np.float64(0.90749), 'histogram': np.float64(-0.40672)}, 'signal': 'bearish'}","{'middle_band': np.float64(51.195), 'upper_band': np.float64(53.39916), 'lower_band': np.float64(48.99084), 'signal': None}","{'value': np.float64(51.195), 'signal': 'bearish'}","{'value': np.float64(51.03467), 'signal': 'bearish'}","{'k_value': np.float64(20.19386), 'd_value': np.float64(47.01131), 'signal': 'bearish'}","{'value': np.float64(3.54786), 'signal': 'stable'}","{'value': 241581, 'signal': 'bearish'}","{'levels': {'level_0': array(53.68), 'level_236': array(46.26252), 'level_382': array(41.67374), 'level_618': array(34.25626), 'level_100': array(22.25)}, 'signal': 'bullish'}","{'tenkan_sen': 51.095, 'kijun_sen': 51.475, 'senkou_span_a': 48.57, 'senkou_span_b': 40.875, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 48.59473, 'signal': 'bullish'}",28.92
TELECANOR,2024-08-31,"{'value': np.float64(53.22129), 'signal': None}","{'value': {'macd': np.float64(0.1439), 'signal': np.float64(0.16562), 'histogram': np.float64(-0.02172)}, 'signal': 'bearish'}","{'middle_band': np.float64(6.086), 'upper_band': np.float64(7.02427), 'lower_band': np.float64(5.14773), 'signal': None}","{'value': np.float64(6.086), 'signal': 'bullish'}","{'value': np.float64(6.13431), 'signal': 'bearish'}","{'k_value': np.float64(44.16244), 'd_value': np.float64(45.17766), 'signal': 'bearish'}","{'value': np.float64(0.52214), 'signal': 'stable'}","{'value': 55614, 'signal': 'bullish'}","{'levels': {'level_0': array(8.48), 'level_236': array(7.49116), 'level_382': array(6.87942), 'level_618': array(5.89058), 'level_100': array(4.29)}, 'signal': 'neutral'}","{'tenkan_sen': 6.605, 'kijun_sen': 6.235, 'senkou_span_a': 5.82, 'senkou_span_b': 5.545, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 6.6662, 'signal': 'bearish'}",28.89
VIPULORG,2024-08-31,"{'value': np.float64(40.1227), 'signal': None}","{'value': {'macd': np.float64(12.24864), 'signal': np.float64(14.53006), 'histogram': np.float64(-2.28142)}, 'signal': 'bearish'}","{'middle_band': np.float64(242.0425), 'upper_band': np.float64(265.42923), 'lower_band': np.float64(218.65577), 'signal': None}","{'value': np.float64(242.0425), 'signal': 'bearish'}","{'value': np.float64(236.8897), 'signal': 'bullish'}","{'k_value': np.float64(28.87237), 'd_value': np.float64(41.01611), 'signal': 'bearish'}","{'value': np.float64(13.58571), 'signal': 'stable'}","{'value': 2287444, 'signal': 'bearish'}","{'levels': {'level_0': array(259.7), 'level_236': array(223.1672), 'level_382': array(200.5664), 'level_618': array(164.0336), 'level_100': array(104.9)}, 'signal': 'bullish'}","{'tenkan_sen': 247.525, 'kijun_sen': 220.3, 'senkou_span_a': 187.0875, 'senkou_span_b': 174.5, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 264.3848, 'signal': 'bearish'}",28.86
LYKISLTD,2024-08-31,"{'value': np.float64(50.6605), 'signal': None}","{'value': {'macd': np.float64(-0.19614), 'signal': np.float64(-0.60598), 'histogram': np.float64(0.40984)}, 'signal': 'bullish'}","{'middle_band': np.float64(46.0965), 'upper_band': np.float64(50.53418), 'lower_band': np.float64(41.65882), 'signal': None}","{'value': np.float64(46.0965), 'signal': 'bullish'}","{'value': np.float64(47.02839), 'signal': 'bearish'}","{'k_value': np.float64(52.82511), 'd_value': np.float64(59.70105), 'signal': 'bearish'}","{'value': np.float64(2.90071), 'signal': 'volatile'}","{'value': -1195836, 'signal': 'bearish'}","{'levels': {'level_0': array(77.), 'level_236': array(68.47332), 'level_382': array(63.19834), 'level_618': array(54.67166), 'level_100': array(40.87)}, 'signal': 'bearish'}","{'tenkan_sen': 46.315, 'kijun_sen': 46.62, 'senkou_span_a': 53.0025, 'senkou_span_b': 49.75, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 43.29344, 'signal': 'bullish'}",28.83
SHGANEL,2024-08-31,"{'value': np.float64(62.92359), 'signal': None}","{'value': {'macd': np.float64(1.20344), 'signal': np.float64(1.22919), 'histogram': np.float64(-0.02575)}, 'signal': 'bearish'}","{'middle_band': np.float64(31.5015), 'upper_band': np.float64(37.44293), 'lower_band': np.float64(25.56007), 'signal': None}","{'value': np.float64(31.5015), 'signal': 'bullish'}","{'value': np.float64(32.42597), 'signal': 'bearish'}","{'k_value': np.float64(54.06007), 'd_value': np.float64(61.43864), 'signal': 'bearish'}","{'value': np.float64(1.10071), 'signal': 'volatile'}","{'value': 47128, 'signal': 'bearish'}","{'levels': {'level_0': array(36.54), 'level_236': array(30.4866), 'level_382': array(26.7417), 'level_618': array(20.6883), 'level_100': array(10.89)}, 'signal': 'bullish'}","{'tenkan_sen': 34.475, 'kijun_sen': 32.155, 'senkou_span_a': 29.8575, 'senkou_span_b': 28.56, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 33.74, 'signal': 'bearish'}",28.79
ERPSOFT,2024-08-31,"{'value': np.float64(37.55913), 'signal': None}","{'value': {'macd': np.float64(-9.27424), 'signal': np.float64(-10.07903), 'histogram': np.float64(0.80479)}, 'signal': 'bullish'}","{'middle_band': np.float64(122.55), 'upper_band': np.float64(160.51444), 'lower_band': np.float64(84.58556), 'signal': None}","{'value': np.float64(122.55), 'signal': 'bearish'}","{'value': np.float64(121.85329), 'signal': 'bearish'}","{'k_value': np.float64(78.78788), 'd_value': np.float64(66.43425), 'signal': 'bullish'}","{'value': np.float64(4.12143), 'signal': 'stable'}","{'value': 15274, 'signal': 'neutral'}","{'levels': {'level_0': array(189.6), 'level_236': array(160.3478), 'level_382': array(142.2511), 'level_618': array(112.9989), 'level_100': array(65.65)}, 'signal': 'neutral'}","{'tenkan_sen': 104.85, 'kijun_sen': 127.25, 'senkou_span_a': 163.425, 'senkou_span_b': 150.625, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 96.33948, 'signal': 'bullish'}",28.76
BALAMINES,2024-08-31,"{'value': np.float64(31.73672), 'signal': None}","{'value': {'macd': np.float64(-35.43115), 'signal': np.float64(-38.07906), 'histogram': np.float64(2.64791)}, 'signal': 'bullish'}","{'middle_band': np.float64(2243.5975), 'upper_band': np.float64(2474.21669), 'lower_band': np.float64(2012.97831), 'signal': None}","{'value': np.float64(2243.5975), 'signal': 'bearish'}","{'value': np.float64(2225.44054), 'signal': 'bearish'}","{'k_value': np.float64(58.56927), 'd_value': np.float64(42.42656), 'signal': 'bullish'}","{'value': np.float64(65.78571), 'signal': 'stable'}","{'value': 295063, 'signal': 'bullish'}","{'levels': {'level_0': array(2695.8), 'level_236': array(2533.7742), 'level_382': array(2433.5379), 'level_618': array(2271.5121), 'level_100': array(2009.25)}, 'signal': 'bearish'}","{'tenkan_sen': 2186.475, 'kijun_sen': 2319.5, 'senkou_span_a': 2329.3125, 'senkou_span_b': 2236.775, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 2231.76344, 'signal': 'bearish'}",28.73
VIJSOLX,2024-08-31,"{'value': np.float64(35.00069), 'signal': None}","{'value': {'macd': np.float64(-30.08419), 'signal': np.float64(-24.01668), 'histogram': np.float64(-6.06752)}, 'signal': 'bearish'}","{'middle_band': np.float64(1019.4925), 'upper_band': np.float64(1142.29581), 'lower_band': np.float64(896.68919), 'signal': None}","{'value': np.float64(1019.4925), 'signal': 'bearish'}","{'value': np.float64(1005.98142), 'signal': 'bearish'}","{'k_value': np.float64(37.94692), 'd_value': np.float64(31.47498), 'signal': 'bullish'}","{'value': np.float64(63.44286), 'signal': 'volatile'}","{'value': 14766, 'signal': 'bullish'}","{'levels': {'level_0': array(1217.6), 'level_236': array(1111.4118), 'level_382': array(1045.7191), 'level_618': array(939.5309), 'level_100': array(767.65)}, 'signal': 'neutral'}","{'tenkan_sen': 959.725, 'kijun_sen': 1042.975, 'senkou_span_a': 1138.0, 'senkou_span_b': 1076.0, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 914.81655, 'signal': 'bullish'}",28.69
OMINFRAL,2024-08-31,"{'value': np.float64(33.72671), 'signal': None}","{'value': {'macd': np.float64(1.99997), 'signal': np.float64(4.12767), 'histogram': np.float64(-2.1277)}, 'signal': 'bearish'}","{'middle_band': np.float64(201.1625), 'upper_band': np.float64(226.55373), 'lower_band': np.float64(175.77127), 'signal': None}","{'value': np.float64(201.1625), 'signal': 'bearish'}","{'value': np.float64(195.35042), 'signal': 'bearish'}","{'k_value': np.float64(28.36538), 'd_value': np.float64(31.36946), 'signal': 'bearish'}","{'value': np.float64(10.94286), 'signal': 'stable'}","{'value': 2128280, 'signal': 'bullish'}","{'levels': {'level_0': array(227.9), 'level_236': array(186.72036), 'level_382': array(161.24482), 'level_618': array(120.06518), 'level_100': array(53.41)}, 'signal': 'bullish'}","{'tenkan_sen': 201.8, 'kijun_sen': 195.675, 'senkou_span_a': 173.8, 'senkou_span_b': 148.0, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 218.939, 'signal': 'bearish'}",28.66
B2BSOFT,2024-08-31,"{'value': np.float64(32.0298), 'signal': None}","{'value': {'macd': np.float64(0.55775), 'signal': np.float64(0.89784), 'histogram': np.float64(-0.34009)}, 'signal': 'bearish'}","{'middle_band': np.float64(37.5025), 'upper_band': np.float64(39.91179), 'lower_band': np.float64(35.09321), 'signal': None}","{'value': np.float64(37.5025), 'signal': 'bearish'}","{'value': np.float64(36.77469), 'signal': 'bearish'}","{'k_value': np.float64(26.8623), 'd_value': np.float64(24.8307), 'signal': 'bullish'}","{'value': np.float64(1.69214), 'signal': 'stable'}","{'value': 547436, 'signal': 'bullish'}","{'levels': {'level_0': array(43.57), 'level_236': array(39.2748), 'level_382': array(36.6176), 'level_618': array(32.3224), 'level_100': array(25.37)}, 'signal': 'neutral'}","{'tenkan_sen': 37.995, 'kijun_sen': 38.78, 'senkou_span_a': 34.8975, 'senkou_span_b': 34.4, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 38.832, 'signal': 'bearish'}",28.63
DHPIND,2024-08-31,"{'value': np.float64(38.05053), 'signal': None}","{'value': {'macd': np.float64(-34.28159), 'signal': np.float64(-37.89225), 'histogram': np.float64(3.61066)}, 'signal': 'bullish'}","{'middle_band': np.float64(611.88), 'upper_band': np.float64(772.94355), 'lower_band': np.float64(450.81645), 'signal': None}","{'value': np.float64(611.88), 'signal': 'bearish'}","{'value': np.float64(604.73981), 'signal': 'bearish'}","{'k_value': np.float64(33.81215), 'd_value': np.float64(32.53223), 'signal': 'bullish'}","{'value': np.float64(56.53929), 'signal': 'volatile'}","{'value': -120345, 'signal': 'bullish'}","{'levels': {'level_0': array(936.2), 'level_236': array(830.5664), 'level_382': array(765.2168), 'level_618': array(659.5832), 'level_100': array(488.6)}, 'signal': 'bearish'}","{'tenkan_sen': 556.525, 'kijun_sen': 646.0, 'senkou_span_a': 721.45, 'senkou_span_b': 686.15, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 711.58365, 'signal': 'bearish'}",28.59
VIKALPS,2024-08-31,"{'value': np.float64(7.65683), 'signal': 'bullish'}","{'value': {'macd': np.float64(-2.40821), 'signal': np.float64(-1.47999), 'histogram': np.float64(-0.92821)}, 'signal': 'bearish'}","{'middle_band': np.float64(47.053), 'upper_band': np.float64(54.23009), 'lower_band': np.float64(39.87591), 'signal': None}","{'value': np.float64(47.053), 'signal': 'bearish'}","{'value': np.float64(46.02896), 'signal': 'bearish'}","{'k_value': np.float64(23.5), 'd_value': np.float64(14.40991), 'signal': 'bullish'}","{'value': np.float64(1.24143), 'signal': 'volatile'}","{'value': 299040, 'signal': 'bullish'}","{'levels': {'level_0': array(58.75), 'level_236': array(46.85796), 'level_382': array(39.50102), 'level_618': array(27.60898), 'level_100': array(8.36)}, 'signal': 'neutral'}","{'tenkan_sen': 43.01, 'kijun_sen': 45.8, 'senkou_span_a': 52.855, 'senkou_span_b': 48.45, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 45.04798, 'signal': 'bearish'}",28.56
